IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,734,7,17,67,15,1168714,1855920,2007,04/15/2016 08:55:02 AM,41.76016526,-87.65722432,"(41.760165262, -87.657224317)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,2411,24,50,2,14,1157090,1946415,2007,04/15/2016 08:55:02 AM,42.00873494,-87.6973688,"(42.008734939, -87.697368799)"
810,THEFT,OVER $500,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,6,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1031,10,22,30,17,1149510,1884808,2007,04/15/2016 08:55:02 AM,41.83983091,-87.726861,"(41.839830905, -87.726860995)"
820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2534,25,37,23,6,1148615,1908670,2007,04/15/2016 08:55:02 AM,41.90532832,-87.72952934,"(41.905328317, -87.729529336)"
810,THEFT,OVER $500,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,6,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
560,ASSAULT,SIMPLE,ALLEY,FALSE,FALSE,1611,16,41,10,23,1131701,1942858,2007,04/15/2016 08:55:02 AM,41.99945377,-87.79086611,"(41.999453774, -87.790866113)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2213,22,19,72,26,1162812,1838095,2007,04/15/2016 08:55:02 AM,41.71137594,-87.67935173,"(41.711375943, -87.679351732)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2533,25,31,23,7,1146803,1910613,2007,04/15/2016 08:55:02 AM,41.91069492,-87.73613578,"(41.910694916, -87.736135777)"
820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1932,19,32,6,6,1167487,1921050,2007,04/15/2016 08:55:02 AM,41.93891429,-87.65984922,"(41.938914287, -87.65984922)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1631,16,36,17,17,1124219,1925697,2007,04/15/2016 08:55:02 AM,41.9524889,-87.81877025,"(41.952488895, -87.818770252)"
820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1614,16,36,76,6,1119349,1925676,2007,04/15/2016 08:55:02 AM,41.95251011,-87.83667345,"(41.952510109, -87.836673446)"
860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,333,3,5,43,6,1191527,1858274,2007,04/15/2016 08:55:02 AM,41.76610239,-87.57353917,"(41.766102387, -87.573539169)"
2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,2534,25,37,23,18,1147993,1907665,2007,04/15/2016 08:55:02 AM,41.90258249,-87.73184005,"(41.902582485, -87.731840051)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,2232,22,34,73,18,1171270,1836517,2007,04/15/2016 08:55:02 AM,41.70686522,-87.64842244,"(41.706865215, -87.648422438)"
560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,733,7,17,68,23,1171922,1855645,2007,04/15/2016 08:55:02 AM,41.75934084,-87.64547502,"(41.759340837, -87.645475023)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1011,10,24,29,17,1152579,1893773,2007,04/15/2016 08:55:02 AM,41.86437192,-87.71536223,"(41.864371917, -87.71536223)"
860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,333,3,5,43,6,1191527,1858274,2007,04/15/2016 08:55:02 AM,41.76610239,-87.57353917,"(41.766102387, -87.573539169)"
1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,1531,15,37,25,19,1143257,1905859,2007,04/15/2016 08:55:02 AM,41.89771642,-87.74928154,"(41.897716421, -87.749281543)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2533,25,37,25,18,1142106,1909135,2007,04/15/2016 08:55:02 AM,41.90672756,-87.75342776,"(41.906727564, -87.753427757)"
1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,TRUE,FALSE,323,3,6,69,11,1183067,1855464,2007,04/15/2016 08:55:02 AM,41.75859235,-87.60463491,"(41.758592351, -87.60463491)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,523,5,9,53,26,1177216,1821789,2007,04/15/2016 08:55:02 AM,41.66631754,-87.62709052,"(41.666317541, -87.627090517)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1011,10,24,29,17,1149265,1893492,2007,04/15/2016 08:55:02 AM,41.86366564,-87.72753524,"(41.863665637, -87.727535236)"
5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,26,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,HOTEL/MOTEL,FALSE,FALSE,124,1,42,32,11,1177956,1902587,2007,04/15/2016 08:55:02 AM,41.88801898,-87.62193623,"(41.888018979, -87.621936228)"
5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,732,7,6,68,26,1174527,1857658,2007,04/15/2016 08:55:02 AM,41.76480719,-87.635868,"(41.764807193, -87.635867995)"
2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,931,9,20,61,18,1166731,1872233,2007,04/15/2016 08:55:02 AM,41.80497271,-87.66402667,"(41.804972714, -87.664026674)"
1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,1011,10,24,29,26,1151592,1894452,2007,04/15/2016 08:55:02 AM,41.86625461,-87.71896767,"(41.86625461, -87.718967674)"
1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,26,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
2031,NARCOTICS,POSS: METHAMPHETAMINES,ALLEY,TRUE,FALSE,1723,17,39,14,18,1150431,1931633,2007,04/15/2016 08:55:02 AM,41.96830541,-87.72225727,"(41.968305411, -87.722257268)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2522,25,30,20,18,1147317,1912939,2007,04/15/2016 08:55:02 AM,41.91706786,-87.73418782,"(41.917067855, -87.734187818)"
1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,FALSE,FALSE,334,3,7,43,11,1195793,1856590,2007,04/15/2016 08:55:02 AM,41.7613769,-87.55795873,"(41.761376902, -87.557958733)"
460,BATTERY,SIMPLE,GAS STATION,TRUE,FALSE,1434,14,1,24,17,1160114,1910738,2007,04/15/2016 08:55:02 AM,41.91077319,-87.68723241,"(41.910773194, -87.687232407)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,932,9,16,61,18,1167226,1869986,2007,04/15/2016 08:55:02 AM,41.7987961,-87.66227556,"(41.798796096, -87.662275564)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2223,22,21,73,17,1171958,1842821,2007,04/15/2016 08:55:02 AM,41.72414927,-87.64571863,"(41.724149273, -87.64571863)"
5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,26,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
560,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,1611,16,41,9,23,1124996,1944235,2007,04/15/2016 08:55:02 AM,42.00334631,-87.81550195,"(42.003346308, -87.815501946)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,724,7,16,68,17,1170418,1862210,2007,04/15/2016 08:55:02 AM,41.77738888,-87.6507962,"(41.777388882, -87.650796195)"
2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1124,11,28,27,18,1153756,1898694,2007,04/15/2016 08:55:02 AM,41.87785234,-87.71091047,"(41.877852342, -87.71091047)"
2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2122,2,4,35,18,1180661,1881905,2007,04/15/2016 08:55:02 AM,41.83120441,-87.61264024,"(41.831204406, -87.612640241)"
2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,2512,25,29,19,18,1133543,1914799,2007,04/15/2016 08:55:02 AM,41.92242483,-87.78475059,"(41.922424825, -87.784750591)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1634,16,45,15,14,1142818,1925468,2007,04/15/2016 08:55:02 AM,41.95153371,-87.75040435,"(41.951533712, -87.75040435)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1511,15,29,25,26,1136679,1904035,2007,04/15/2016 08:55:02 AM,41.89283147,-87.7734859,"(41.892831474, -87.773485904)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2234,22,34,75,17,1170031,1833496,2007,04/15/2016 08:55:02 AM,41.69860207,-87.65304702,"(41.69860207, -87.653047024)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1523,15,28,25,14,1141499,1900251,2007,04/15/2016 08:55:02 AM,41.88236005,-87.75587719,"(41.882360048, -87.755877187)"
840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,212,2,4,35,6,1180465,1880987,2007,04/15/2016 08:55:02 AM,41.82868986,-87.6133876,"(41.828689857, -87.613387599)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1031,10,22,30,14,1149509,1884819,2007,04/15/2016 08:55:02 AM,41.83986111,-87.72686438,"(41.83986111, -87.726864379)"
5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,26,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,722,7,6,69,15,1176577,1859676,2007,04/15/2016 08:55:02 AM,41.77029895,-87.62829358,"(41.77029895, -87.628293582)"
2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1132,11,24,26,18,1150171,1897733,2007,04/15/2016 08:55:02 AM,41.87528584,-87.72409884,"(41.875285839, -87.724098844)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1634,16,45,15,14,1142690,1925793,2007,04/15/2016 08:55:02 AM,41.95242793,-87.75086676,"(41.952427929, -87.750866761)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2521,25,31,19,18,1143847,1919741,2007,04/15/2016 08:55:02 AM,41.93579903,-87.74676579,"(41.935799034, -87.746765785)"
2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1131,11,24,26,18,1146780,1897319,2007,04/15/2016 08:55:02 AM,41.87421515,-87.73655995,"(41.874215148, -87.736559945)"
340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,TRUE,FALSE,2112,1,2,35,3,1179306,1885032,2007,04/15/2016 08:55:02 AM,41.83981621,-87.61751617,"(41.839816207, -87.617516172)"
2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,915,9,16,61,18,1164222,1870615,2007,04/15/2016 08:55:02 AM,41.80058597,-87.6732742,"(41.800585974, -87.6732742)"
1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DRUG STORE,FALSE,FALSE,2212,22,21,72,11,1168916,1836463,2007,04/15/2016 08:55:02 AM,41.70676809,-87.65704431,"(41.706768086, -87.657044306)"
810,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,1932,19,44,6,6,1170073,1919802,2007,04/15/2016 08:55:02 AM,41.93543358,-87.65038161,"(41.935433578, -87.650381614)"
560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,733,7,17,68,23,1171207,1857590,2007,04/15/2016 08:55:02 AM,41.76469382,-87.64803868,"(41.764693821, -87.648038682)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,512,5,34,49,18,1175829,1836625,2007,04/15/2016 08:55:02 AM,41.70706087,-87.63172429,"(41.707060866, -87.631724285)"
2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2234,22,34,75,26,1168423,1831136,2007,04/15/2016 08:55:02 AM,41.69216055,-87.6590024,"(41.692160546, -87.659002399)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2522,25,30,20,18,1146702,1914068,2007,04/15/2016 08:55:02 AM,41.92017771,-87.73641848,"(41.920177709, -87.736418479)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,932,9,16,61,18,1167263,1868591,2007,04/15/2016 08:55:02 AM,41.79496726,-87.66217982,"(41.79496726, -87.662179819)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,726,7,15,67,14,1163451,1862636,2007,04/15/2016 08:55:02 AM,41.77870679,-87.67632533,"(41.778706786, -87.676325328)"
2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2122,2,4,36,18,1181596,1880940,2007,04/15/2016 08:55:02 AM,41.8285348,-87.60923954,"(41.828534802, -87.609239542)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,323,3,8,69,26,1183850,1855885,2007,04/15/2016 08:55:02 AM,41.75972938,-87.60175219,"(41.759729381, -87.601752185)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1122,11,28,26,18,1149724,1899907,2007,04/15/2016 08:55:02 AM,41.88126023,-87.72568355,"(41.881260233, -87.725683551)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2521,25,31,20,18,1145827,1915574,2007,04/15/2016 08:55:02 AM,41.92432699,-87.73959511,"(41.924326989, -87.739595106)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1431,14,1,22,16,1159206,1913624,2007,04/15/2016 08:55:02 AM,41.91871132,-87.69048861,"(41.918711318, -87.690488608)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,911,9,14,63,18,1159258,1869908,2007,04/15/2016 08:55:02 AM,41.79874903,-87.69149824,"(41.798749032, -87.69149824)"
610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,FALSE,FALSE,714,7,15,67,5,1164101,1863230,2007,04/15/2016 08:55:02 AM,41.78032315,-87.67392567,"(41.780323147, -87.673925674)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,624,6,6,69,18,1181259,1853246,2007,04/15/2016 08:55:02 AM,41.75254776,-87.61132925,"(41.752547756, -87.611329251)"
2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2112,2,3,35,18,1177911,1881826,2007,04/15/2016 08:55:02 AM,41.83105049,-87.62273249,"(41.831050489, -87.622732491)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2534,25,37,23,18,1147975,1908323,2007,04/15/2016 08:55:02 AM,41.90438845,-87.73188922,"(41.904388451, -87.731889224)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1722,17,45,16,18,1147691,1929600,2007,04/15/2016 08:55:02 AM,41.96277989,-87.73238461,"(41.962779893, -87.732384608)"
263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,PARK PROPERTY,FALSE,FALSE,214,2,3,38,2,1176980,1876866,2007,04/15/2016 08:55:02 AM,41.81746092,-87.62629812,"(41.817460919, -87.626298122)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,624,6,6,69,18,1182866,1855292,2007,04/15/2016 08:55:02 AM,41.75812504,-87.60537689,"(41.758125035, -87.605376887)"
2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1114,11,28,26,18,1148853,1901134,2007,04/15/2016 08:55:02 AM,41.88464414,-87.72885011,"(41.884644137, -87.728850109)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,914,9,3,61,18,1166025,1874209,2007,04/15/2016 08:55:02 AM,41.81041014,-87.66655976,"(41.810410141, -87.666559757)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,832,8,18,66,26,1162525,1856876,2007,04/15/2016 08:55:02 AM,41.76291991,-87.67988057,"(41.762919907, -87.679880565)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1421,14,26,23,16,1154789,1910619,2007,04/15/2016 08:55:02 AM,41.91055505,-87.7067978,"(41.910555052, -87.706797795)"
890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,432,4,10,52,6,1201127,1841720,2007,04/15/2016 08:55:02 AM,41.72043901,-87.53891277,"(41.720439012, -87.538912766)"
2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2535,25,26,23,18,1150986,1908393,2007,04/15/2016 08:55:02 AM,41.90452208,-87.72082708,"(41.904522075, -87.720827078)"
820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,214,2,3,38,6,1176928,1878984,2007,04/15/2016 08:55:02 AM,41.82327407,-87.62642495,"(41.823274065, -87.62642495)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,1651,16,41,76,7,1100658,1934241,2007,04/15/2016 08:55:02 AM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1533,15,28,25,16,1144213,1899588,2007,04/15/2016 08:55:02 AM,41.88049015,-87.74592789,"(41.880490151, -87.745927891)"
2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1114,11,28,26,18,1148853,1901134,2007,04/15/2016 08:55:02 AM,41.88464414,-87.72885011,"(41.884644137, -87.728850109)"
810,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,1811,18,32,7,6,1168279,1912172,2007,04/15/2016 08:55:02 AM,41.91453548,-87.65719573,"(41.914535483, -87.657195727)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,213,2,3,38,17,1179557,1877160,2007,04/15/2016 08:55:02 AM,41.8182091,-87.61683604,"(41.818209103, -87.616836043)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,224,2,3,38,16,1179169,1871939,2007,04/15/2016 08:55:02 AM,41.80389111,-87.61841867,"(41.803891105, -87.618418667)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,631,6,6,44,18,1181297,1851916,2007,04/15/2016 08:55:02 AM,41.74889722,-87.6112309,"(41.748897215, -87.611230903)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,735,7,17,67,14,1163784,1857568,2007,04/15/2016 08:55:02 AM,41.76479251,-87.67524669,"(41.764792514, -87.675246689)"
2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2111,9,25,34,18,1174264,1888954,2007,04/15/2016 08:55:02 AM,41.8506923,-87.63590111,"(41.850692302, -87.635901105)"
890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1312,12,1,24,6,1159970,1906580,2007,04/15/2016 08:55:02 AM,41.89936629,-87.68787635,"(41.899366288, -87.687876347)"
2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1114,11,28,26,18,1148853,1901134,2007,04/15/2016 08:55:02 AM,41.88464414,-87.72885011,"(41.884644137, -87.728850109)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1722,17,39,14,16,1148931,1929085,2007,04/15/2016 08:55:02 AM,41.96134274,-87.72783893,"(41.961342741, -87.727838934)"
890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1413,14,26,22,6,1152224,1915057,2007,04/15/2016 08:55:02 AM,41.92278435,-87.71610336,"(41.922784346, -87.716103363)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,233,2,20,40,14,1178158,1866236,2007,04/15/2016 08:55:02 AM,41.78826455,-87.62229949,"(41.788264552, -87.62229949)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2031,20,40,4,16,1157735,1931779,2007,04/15/2016 08:55:02 AM,41.96855995,-87.69539678,"(41.96855995, -87.695396783)"
2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,STREET,TRUE,FALSE,1114,11,28,26,18,1148853,1901134,2007,04/15/2016 08:55:02 AM,41.88464414,-87.72885011,"(41.884644137, -87.728850109)"
843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,835,8,18,70,6,1156758,1851801,2007,04/15/2016 08:55:02 AM,41.74911158,-87.70115447,"(41.749111581, -87.701154466)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1712,17,39,14,16,1151436,1931654,2007,04/15/2016 08:55:02 AM,41.96834331,-87.71856136,"(41.968343307, -87.718561361)"
340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,OTHER,FALSE,FALSE,1421,14,1,24,3,1158019,1910528,2007,04/15/2016 08:55:02 AM,41.91023998,-87.69493444,"(41.910239984, -87.694934436)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2113,9,11,34,14,1175441,1884829,2007,04/15/2016 08:55:02 AM,41.83934667,-87.63170501,"(41.839346674, -87.631705011)"
1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,2113,1,3,35,26,1176731,1886507,2007,04/15/2016 08:55:02 AM,41.84392222,-87.6269207,"(41.843922218, -87.6269207)"
810,THEFT,OVER $500,STREET,FALSE,FALSE,723,7,16,68,6,1171428,1861573,2007,04/15/2016 08:55:02 AM,41.77561882,-87.64711218,"(41.775618822, -87.647112179)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1331,12,2,27,16,1156088,1899864,2007,04/15/2016 08:55:02 AM,41.88101621,-87.70231632,"(41.881016212, -87.702316322)"
1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,1434,14,32,24,26,1161977,1911657,2007,04/15/2016 08:55:02 AM,41.91325628,-87.68036272,"(41.913256283, -87.680362718)"
470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,2532,25,37,25,24,1141103,1907821,2007,04/15/2016 08:55:02 AM,41.90314035,-87.75714466,"(41.903140345, -87.757144655)"
2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1114,11,28,26,18,1148853,1901134,2007,04/15/2016 08:55:02 AM,41.88464414,-87.72885011,"(41.884644137, -87.728850109)"
1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,FALSE,FALSE,1312,12,32,24,11,1160652,1905274,2006,04/15/2016 08:55:02 AM,41.89576841,-87.6854076,"(41.89576841, -87.685407597)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,631,6,8,44,18,1182995,1850437,2007,04/15/2016 08:55:02 AM,41.74479941,-87.60505473,"(41.744799407, -87.60505473)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1412,14,35,22,14,1153839,1918211,2007,04/15/2016 08:55:02 AM,41.93140712,-87.71008506,"(41.931407124, -87.710085057)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1124,11,2,27,16,1157242,1899888,2007,04/15/2016 08:55:02 AM,41.88105871,-87.69807825,"(41.881058708, -87.698078245)"
915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,2222,22,21,73,7,1169910,1841778,2007,04/15/2016 08:55:02 AM,41.72133177,-87.65325056,"(41.721331773, -87.653250563)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,722,7,6,69,14,1176537,1861062,2007,04/15/2016 08:55:02 AM,41.77410319,-87.62839856,"(41.774103185, -87.628398562)"
2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,2112,2,2,35,18,1178900,1881847,2007,04/15/2016 08:55:02 AM,41.83108561,-87.61910318,"(41.831085608, -87.619103181)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1211,12,2,28,16,1160849,1899962,2007,04/15/2016 08:55:02 AM,41.88118774,-87.6848315,"(41.881187742, -87.684831504)"
820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,711,7,3,68,6,1175418,1868365,2007,04/15/2016 08:55:02 AM,41.79416849,-87.63228231,"(41.794168488, -87.632282306)"
2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,1022,10,24,29,26,1155274,1892434,2007,04/15/2016 08:55:02 AM,41.8606439,-87.70550483,"(41.860643895, -87.705504834)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1113,11,28,25,16,1145677,1899621,2007,04/15/2016 08:55:02 AM,41.88055309,-87.74055133,"(41.880553085, -87.740551327)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1132,11,24,29,26,1150283,1895082,2007,04/15/2016 08:55:02 AM,41.86800901,-87.72375674,"(41.86800901, -87.723756743)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,522,5,34,53,18,1175059,1827623,2007,04/15/2016 08:55:02 AM,41.68237521,-87.63481135,"(41.682375207, -87.634811349)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,GAS STATION,TRUE,FALSE,1113,11,28,25,16,1144428,1898476,2007,04/15/2016 08:55:02 AM,41.87743465,-87.74516641,"(41.877434647, -87.745166405)"
2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,212,2,4,35,18,1180161,1881775,2007,04/15/2016 08:55:02 AM,41.83085917,-87.61447875,"(41.830859172, -87.614478749)"
