"Link","Unique ","Secondary Unique","Classification","Main website link","Location","Viable Employment","Zip Code","Jobs listed on site","Description"
"http://www.fedcap.org/about-us/fedcap-locations","Fedcap","","Non Profit Organization","fedcap.org","Manhattan (Primary) and Out of State (Secondary)","1","10017","Yes",""
"http://foundationcenter.org/ask-us/new-york","Foundation Center","","Non Profit Organization","foundationcenter.org","Manhattan (Primary) and Out of State (Secondary)","1","10005","",""
"http://www.globalhealthstrategies.com/about/people/david-gold","Global Health Strategies","","Business","globalhealthstrategies.com","Manhattan (Primary) and Out of State (Secondary)","1","10016","",""
"http://www.globalkids.org/#/about-global-kids/careers","Global Kids","","Non Profit Organization","globalkids.org","Manhattan (Primary) and Out of State (Secondary)","1","10010","",""
"https://books.google.com/books?id=__XlmzI1wMgC&pg=PA265&lpg=PA265&dq=ngo+institutions+in+bronx&source=bl&ots=xQe6NfMdbH&sig=_7_TJZm0lJLHyxi60uenetpDzVI&hl=en&sa=X&ved=0ahUKEwiy3YnSu73OAhVGGh4KHfMtCAMQ6AEISzAI#v=onepage&q=ngo%20institutions%20in%20bronx&f=false","Google ","Google Books","Other","google.com","Manhattan (Primary) and Out of State (Secondary)","1","94043","Yes",""
"http://www.greenkeyllc.com/hc/available-positions/?q=Occupational%20Therapist","Green Key Resources","","Job Site/Recruiter","greenkeyllc.com","Manhattan (Primary) and Out of State (Secondary)","3","NA","",""
"https://www.hudexchange.info/resources/documents/NeighborhoodGreen-GuideForCBOs.pdf","HUD Exchange","","Government Agency","hudexchange.info","Manhattan (Primary) and Out of State (Secondary)","1","20410","",""
"http://www.huffingtonpost.com/barbara-bush/international-womens-day_b_2832227.html","Huffington Post","","Media/News","huffingtonpost.com","Manhattan (Primary) and Out of State (Secondary)","3","NA","",""
"http://www.iie.org/Our-Global-Reach/The-Americas#.V66acWgrK00","Institute of International Education","","Academic Institution","iie.org","Manhattan (Primary) and Out of State (Secondary)","1","10017","",""
"https://www.ipinst.org/","International Peace Institute","","Non Profit Organization","ipinst.org","Manhattan (Primary) and Out of State (Secondary)","1","Outside of US","",""
"https://www.jstor.org/stable/41344915?seq=1#page_scan_tab_contents","JSTOR","","Journal","jstor.org","Manhattan (Primary) and Out of State (Secondary)","1","10006","",""
"https://latinojustice.org/civil_rights/legal_help/","Latino Justice","","Non Profit Organization","latinojustice.org","Manhattan (Primary) and Out of State (Secondary)","1","10013","",""
"http://legacygirlsstudy.org/about-us/new-york","Legacy Girls Study","","Non Profit Organization","legacygirlsstudy.org","Manhattan (Primary) and Out of State (Secondary)","1","10032","",""
"https://www.mapquest.com/search/results?query=Medical%20Centers&currentLocation=40.571735,-74.11264","MapQuest","","Other","mapquest.com","Manhattan (Primary) and Out of State (Secondary)","1","NA","Yes",""
"http://www.nrdc.org/reference/environgroups.asp","Natural Resources Defense Council","","Non Profit Organization","nrdc.org","Manhattan (Primary) and Out of State (Secondary)","1","10011","",""
"https://www.newamerica.org/resilient-communities/oti-seeks-partners-for-resilience-project-in-new-york-city/","New America","","Non Profit Organization","newamerica.org","Manhattan (Primary) and Out of State (Secondary)","1","10010","Yes",""
"http://www.nyit.edu/global_health","New York Institute of Technology","","Academic Institution","nyit.edu","Manhattan (Primary) and Out of State (Secondary)","1","10023","",""
"http://dental.nyu.edu/faculty/epidemiology-health-promotion.html","New York University","","Academic Institution","nyu.edu","Manhattan (Primary) and Out of State (Secondary)","1","10012","",""
"http://www.rwjf.org/en/library/articles-and-news/2015/10/coh-prize-bronx-ny.html","Robert Wood Johnson Foundation","","Non Profit Organization","rwjf.org","Manhattan (Primary) and Out of State (Secondary)","1","10019","",""
"http://singlestopusa.org/program/community-based-organizations/","Single Stop","","Non Profit Organization","singlestopusa.org","Manhattan (Primary) and Out of State (Secondary)","1","10038","",""
"http://link.springer.com/article/10.1007%2FBF02344461#page-1","Springer","","Journal","springer.com","Manhattan (Primary) and Out of State (Secondary)","1","10013","",""
"http://colleges.startclass.com/l/2757/College-of-Staten-Island-CUNY","StartClass","","Blog/Database/Directory/Information/Listings","startclass.com","Manhattan (Primary) and Out of State (Secondary)","2","NA","Yes",""
"http://mycity.sulekha.com/arts-culture-ngos_in-and-near_bronx-ny","Sulekha","","Blog/Database/Directory/Information/Listings","sulekha.com","Manhattan (Primary) and Out of State (Secondary)","3","NA","",""
"http://www.tides.org/nc/news-and-resources/single-news-item/article/new-york-citys-first-ever-social-justice-artists-convening/?tx_ttnews%5BbackPid%5D=1","Tides","","Non Profit Organization","tides.org","Manhattan (Primary) and Out of State (Secondary)","1","10005","Yes",""
"https://www.timeout.com/newyork/things-to-do/where-to-volunteer-homelessness","TimeOut","","Media/News","timeout.com","Manhattan (Primary) and Out of State (Secondary)","3","NA","",""
"https://www.unicefusa.org/supporters/organizations/civil-society","UNICEF United States Fund","","Non Profit Organization","unicefusa.org","Manhattan (Primary) and Out of State (Secondary)","1","10038","Yes",""
"http://outreach.un.org/ngorelations/","United Nations","","Non Profit Organization","un.org","Manhattan (Primary) and Out of State (Secondary)","1","10017","Yes",""
"http://brooklyn.universitytutor.com/brooklyn_epidemiology-tutoring","University Tutor","","Business","universitytutor.com","Manhattan (Primary) and Out of State (Secondary)","3","NA","",""
"http://www.usnews.com/education/best-high-schools/new-york/districts/new-york-city-public-schools/community-school-for-social-justice-13161","US News and World Report","","Media/News","usnews.com","Manhattan (Primary) and Out of State (Secondary)","2","20007","Yes",""
"http://college.usatoday.com/globe/tutors-biostatistics","USA Today","","Media/News","usatoday.com","Manhattan (Primary) and Out of State (Secondary)","1","22108","Yes",""
"http://www.vitals.com/group-practice/new-york/richmond/staten-island/community-health-center-of-richmond/","Vitals","","Blog/Database/Directory/Information/Listings","vitals.com","Manhattan (Primary) and Out of State (Secondary)","2","10012","Yes",""
"http://www.weact.org/","WE ACT for Environmental Justice","","Non Profit Organization","weact.org","Manhattan (Primary) and Out of State (Secondary)","1","10031","",""
"http://journals.lww.com/epidem/Fulltext/2008/11001/Urban_Community_Environmental_Health_Assessment_.178.aspx","Wolters Kluwer","","Journal","lww.com","Manhattan (Primary) and Out of State (Secondary)","1","10001","Yes",""
"http://www.wango.org/codeofethics.aspx?page=13","World Association of Non-Governmental Organizations","","Non Profit Organization","wango.org","Manhattan (Primary) and Out of State (Secondary)","1","10591","Yes",""
"http://www.wes.org/ca/students/links.asp","World Education Services","","Non Profit Organization","wes.org","Manhattan (Primary) and Out of State (Secondary)","1","10004","",""
"http://activistresource.org/groups.php","Activist Resource","","Blog/Database/Directory/Information/Listings","activistresource.org","NY State","3","NA","",""
"http://nursing.adelphi.edu/academics/public-health-programs/","Adelphi University","","Academic Institution","adelphi.edu","NY State","1","11530","",""
"http://ceacw.org/docs/epidemiology-dementia.pdf","Center for Excellence in Aging & Community Wellness ","","Non Profit Organization","ceacw.org","NY State","1","12222","",""
"http://www.childrensenvironment.org/","Children's Environmental Health Center of the Hudson Valley","","Non Profit Organization","childrensenvironment.org","NY State","1","10532","",""
"http://www.wadsworth.org/","Department of Health, Wadsworth Center","","Government Agency","wadsworth.org","NY State","1","12201","",""
"http://www.johanningmd.com/aboutus.html","Eckardt Johanning, M.D., M.Sc., Ph.D.","","Other","johanningmd.com","NY State","3","NA","",""
"http://www.ecmc.edu/blog/read.asp?id=256","ECMC Hospital","","Health Care/Health System/Hospital","ecmc.edu","NY State","1","14215","Yes",""
"http://www.empirestatephtc.org/","Empire State Public Health Training Center","","Non Profit Organization","empirestatephtc.org","NY State","1","12144","",""
"http://www.epidemiologyandtoxicology.org/","Epidemiology and Toxicology Institute, LLC","","Business","epidemiologyandtoxicology.org","NY State","1","11741","",""
"http://espatiallynewyork.com/2015/06/22/the-blue-highways-of-gis-brooklyn-new-york/","eSpatially New York","","Blog/Database/Directory/Information/Listings","espatiallynewyork.com","NY State","3","NA","",""
"http://www.feinsteininstitute.org/our-researchers/gloria-y-f-ho-phd/","Feinstein Institute for Medical Research","","Non Profit Organization","feinsteininstitute.org","NY State","1","11030","",""
"http://www.gcny.net/","Global Care of New York","","Health Care/Health System/Hospital","gcny.net","NY State","1","11423","",""
"http://grassrootsinfo.org/","Grassroots Environmental Education","","Non Profit Organization","grassrootsinfo.org","NY State","1","11050","",""
"http://www.hofstra.edu/academics/colleges/health-human/publichealth/index.html","Hofstra University","","Academic Institution","hofstra.edu","NY State","1","11549","",""
"https://www.hvcc.edu/ehs/","Hudson Valley Community College","","Academic Institution","hvcc.edu","NY State","1","12180","",""
"http://www.nytransition.org/tcdb/college-of-staten-island/","Institute for Innovative Transition","","Non Profit Organization","nytransition.org","NY State","1","14627","",""
"http://lawlib.buffalo.libguides.com/content.php?pid=198296&sid=1658527","Library Guides","SUNY at Buffalo School of Law","Blog/Database/Directory/Information/Listings","libguides.com","NY State","1","14260","",""
"https://www.mskcc.org/departments/epidemiology-biostatistics","Memorial Sloan Kettering Cancer Center","","Health Care/Health System/Hospital","mskcc.org","NY State","1","10065","",""
"https://mhanys.org/advocacy-policy/policy-publications/","Mental Health Association in New York State, Inc.","","Non Profit Organization","mhanys.org","NY State","1","12210","",""
"https://www.mercy.edu/degrees-programs/bs-behavioral-science-community-health","Mercy College","","Academic Institution","mercy.edu","NY State","1","10522","",""
"http://montefiorehealthsystem.org/landing.cfm?id=19","Montefiore Health System","","Health Care/Health System/Hospital","montefiorehealthsystem.org","NY State","1","10801","",""
"http://www.mountvernonhealthcenter.org/about-ychc","Mount Vernon Neighborhood Health Center Network","","Health Care/Health System/Hospital","mountvernonhealthcenter.org","NY State","1","10550","",""
"http://www.healthcareersinfo.net/environmental-health-workers/","New York Health Careers","SUNY at Albany, School of Public Health","Blog/Database/Directory/Information/Listings","healthcareersinfo.net","NY State","1","12144","",""
"https://www.nymc.edu/faculty/directory/by-school/school-of-health-sciences-and-practice-shsp/epidemiology-and-community-health/","New York Medical College","","Academic Institution","nymc.edu","NY State","1","10595","",""
"http://www.ocfs.state.ny.us/main/ddps/Edu_opp/NYC%20Education%20Resource%20Directory.pdf","New York State","Office of Children and Family Services","Government Agency","ny.gov","NY State","1","12144","",""
"https://www.omh.ny.gov/omhweb/facilities/brpc/","New York State","Office of Mental Health","Government Agency","ny.gov","NY State","1","12229","",""
"https://www.health.ny.gov/commissioner/bio/","New York State ","Department of Health","Government Agency","ny.gov","NY State","1","12237","",""
"http://www.op.nysed.gov/prof/national.htm","New York State Education Department","Office of the Professions","Government Agency","nysed.gov","NY State","1","12234","",""
"https://www.regents.nysed.gov/common/regents/files/meetings/May%202015/515p12a3.pdf","New York State Education Department","","Government Agency","nysed.gov","NY State","1","12234","",""
"http://www.nyshfa.org/","New York State Health Facilities Association","","Non Profit Organization","nyshfa.org","NY State","1","12207","",""
"http://www.nyshcr.org/rent/HousingOrgs.htm","New York State Homes and Community Renewal","","Government Agency","nyshcr.org","NY State","1","12207","",""
"http://nyspha.roundtablelive.org/","New York State Public Health Association","","Non Profit Organization","nyspha.roundtablelive.org","NY State","1","12203 ","",""
"http://nyscehd.org/","NYS Conference of Environmental Health Directors","","Non Profit Organization","nyscehd.org","NY State","1","14760","",""
"http://ohccupstate.org/","Occupational Health Clinic Centers","","Health Care/Health System/Hospital","ohccupstate.org","NY State","1","13211","",""
"http://www.parkerinstitute.org/","Parker Jewish Institute for Health Care and Rehabilitation","","Health Care/Health System/Hospital","parkerinstitute.org","NY State","1","11040","",""
"http://www.placestogoinnewyork.com/places/category/541-Non-Governmental-Organization-NGO-/?sort=sortIndex","Places To Go In New York","","Blog/Database/Directory/Information/Listings","placestogoinnewyork.com","NY State","3","NA","",""
"http://queenstribune.com/queens-resource-guide/","Queens Tribune","","Media/News","queenstribune.com","NY State","3","NA","",""
"https://www.rfsuny.org/RF-News/NoE-4E-Global-Health/NoE---4E---Global-Health.html","Research Foundation for the State University of New York","","Non Profit Organization","rfsuny.org","NY State","1","12201","",""
"https://people.rit.edu/gtfsbi/Symp/premed.htm","Rochester Institute of Technology","","Academic Institution","rit.edu","NY State","1","14623","",""
"https://www.rochesterregional.org/services/behavioral-health/","Rochester Regional Health","","Health Care/Health System/Hospital","rochesterregional.org","NY State","1","14617","Yes",""
"http://www.rockinst.org/about_us/health_care/","Rockefeller Institute of Government","","Non Profit Organization","rockinst.org","NY State","1","12203","",""
"http://rocklandgov.com/departments/mental-health/","Rockland County Department of Health","","Government Agency","rocklandgov.com","NY State","1","10970","",""
"http://www.safekidsnystate.org/queens_county.shtml","Safe Kids NY ","","Non Profit Organization","safekidsnystate.org","NY State","1","12944","",""
"http://www.sehsa.org/","SEHSA Environmental Health and Safety Association of New York, Inc.","","Non Profit Organization","sehsa.org","NY State","1","14424","",""
"http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2474234","SSRN","","Blog/Database/Directory/Information/Listings","ssrn.com","NY State","1","14618","",""
"http://www.stvincentswestchester.org/residential-services/community-based-family-care","St. Vincent’s Hospital Westchester","","Health Care/Health System/Hospital","stvincentswestchester.org","NY State","1","10528","Yes",""
"http://www.dec.ny.gov/public/993.html","State of New York","NY State Department of Environmental Conservation","Government Agency","ny.gov","NY State","1","12233","",""
"http://www.albany.edu/ehs/","SUNY University at Albany","","Academic Institution","albany.edu","NY State","1","12222","",""
"https://sphhp.buffalo.edu/biostatistics/education/biostatistics-ma.html","University of Buffalo - SUNY","","Academic Institution","buffalo.edu","NY State","1","14228","",""
"https://upstatekidsstudy.org/content/study-team-0","Upstate KIDS","","Non Profit Organization","upstatekidsstudy.org","NY State","1","12144","",""
"http://www.wnycosh.org/","Western New York Council on Occupational Safety and Health","","Non Profit Organization","wnycosh.org","NY State","1","14214","",""
"http://www.hanys.org/community_health/nyschp/","Healthcare Association of New York State","","Non Profit Organization","hanys.org","NY State (Primary) and Out of State (Secondary)","1","12144","",""
"https://www.hhstaff.com/","Horizon Healthcare Staffing","","Business","hhstaff.com","NY State (Primary) and Out of State (Secondary)","1","11801","",""
"http://ipro.org/","Improving Healthcare for the Common Good","","Non Profit Organization","ipro.org","NY State (Primary) and Out of State (Secondary)","1","11042","",""
"http://www.ldanys.org/index.php?s=1&b=1&p=4","Learning Disabilities Association of New York State","","Non Profit Organization","ldanys.org","NY State (Primary) and Out of State (Secondary)","1","14217","",""
"https://abandonednyc.com/tag/staten-island/","AbandonedNYC","","Blog/Database/Directory/Information/Listings","abandonednyc.com","NYC","3","NA","",""
"http://www.nycasa.org/","American Statistical Association - New York City - Metropolitan Area Chapter ","","Non Profit Organization","nycasa.org","NYC","1","NA","",""
"http://www.nyc.gov/html/dcla/html/funding/institutions_links.shtml","City of New York","Department of Cultural Affairs","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www.nyc.gov/html/imm/downloads/pdf/MOIA-Resource-and-Referral-Guide.pdf","City of New York","Mayor's Office of Immigrant Affairs","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www.nyc.gov/html/ocdv/html/help/dvrt.shtml","City of New York","Mayor's Office to Combat Domestic Violence","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www.nyc.gov/html/sirr/html/community/east-south-staten-island.shtml","City of New York","Special Initiative for Rebuilding and Resiliency","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www1.nyc.gov/office-of-the-mayor/news/241-16/mayor-s-fund-advance-new-york-city-selects-14-community-based-organizations-citywide-join-30","City of New York","Office of the Mayor of New York City","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www1.nyc.gov/site/nonprofits/index.page","City of New York","NYC Nonprofits","Government Agency","nyc.gov","NYC","1","10007","",""
"http://archive.advocate.nyc.gov/organizing-toolkit/part-a/3/non-governmental","City of New York","Public Advocate for the City of New York","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www.nyc.gov/html/djj/pdf/queens_booklet.pdf","City of New York","Administration of Children's Services","Government Agency","nyc.gov","NYC","1","10038","",""
"http://www.nyc.gov/html/oer/downloads/pdf/repository/NYCBCP_Staten%20Island/Mariners%20Marsh%20Park%20-%203418%20Richmond%20Terrace/2012-11-20.Community_Relations_Plan_DRAFT.pdf","City of New York","Office of Environmental Remediation","Government Agency","nyc.gov","NYC","1","10038","",""
"http://www1.nyc.gov/site/doh/data/data-sets/community-health-survey.page","City of New York","Department of Health","Government Agency","nyc.gov","NYC","1","11106","",""
"http://www.nyc.gov/html/dep/html/job_opportunities/index_wide.shtml","City of New York","Department of Environmental Protection","Government Agency","nyc.gov","NYC","1","11373","",""
"http://www1.cuny.edu/mu/forum/2011/11/17/queens-college-research-institute-on-environmentaloccupational-health-is-on-the-move/","City University of New York","","Academic Institution","cuny.edu","NYC","1","10017","",""
"http://schools.nyc.gov/AboutUs/schools/data/stats/default.htm","Department of Education","","Government Agency","nyc.gov","NYC","1","10007","",""
"http://www.fiveborostoryproject.org/queens-documented-social-justice/","Five Boro Story Project","","Non Profit Organization","fiveborostoryproject.org","NYC","1","NA","",""
"http://ghcorps.org/blog/","Global Health Corps","","Non Profit Organization","ghcorps.org","NYC","1","NA","Yes",""
"http://hepfree.nyc/call-for-abstracts-nyc-epidemiology-forum/","Hep Free NYC","","Non Profit Organization","hepfree.nyc","NYC","1","NA","",""
"http://iduha.org/community-health-action-of-staten-island/","Injection Drug Users Alliance","","Non Profit Organization","iduha.org","NYC","1","NA","",""
"http://artreligionandsocialjustice.org/","Institute for Art, Religion and Social Justice","","Non Profit Organization","artreligionandsocialjustice.org","NYC","1","NA","",""
"http://www.meetup.com/NYC-Grassroots-Alliance/events/219028917/","Meetup.com","","Blog/Database/Directory/Information/Listings","meetup.com","NYC","3","NA","",""
"http://nownyc.org/","National Organization for Women New York City","","Non Profit Organization","nownyc.org","NYC","1","NA","",""
"http://council.nyc.gov/downloads/pdf/PCI%20Final%20Report.pdf","New York City","The New York City Council","Government Agency","nyc.gov","NYC","1","10007","",""
"https://www.nycgovparks.org/greening/greenbelt-native-plant-center/seed-collecting","New York City Department of Parks & Recreation","","Government Agency","nycgovparks.org","NYC","1","10065","",""
"http://nycitylens.com/2014/10/healthcare-in-translation/","NY City Lens ","","Media/News","nycitylens.com","NYC","3","NA","",""
"http://www.nydailynews.com/new-york/education/analysis-90-students-5-bronx-neighborhoods-not-ready-college-article-1.1190699","NY Daily News","","Media/News","nydailynews.com","NYC","3","NA","",""
"http://www.ny.com/community/","NY.com","","Blog/Database/Directory/Information/Listings","ny.com","NYC","3","NA","",""
"http://www.nycservice.org/organizations/","NYC Service","","Government Agency","nycservice.org","NYC","1","10007","",""
"http://www.nyc-arts.org/collections/32768/hispanic-heritage-in-new-york-2","NYC-Arts ","","Media/News","nyc-arts.org","NYC","1","NA","",""
"https://data.cityofnewyork.us/Recreation/Bronx-Latin-Cultural-Organizations/vdrw-m49y/data","NYCOpenData","","Government Agency","data.cityofnewyork.us","NYC","1","NA","",""
"http://healthiernyc.org/about-the-partnership/about-the-borough-leads/","Partnership for a Healthier New York City","","Non Profit Organization","healthiernyc.org","NYC","1","10013","",""
"http://prattcenter.net/","Pratt Center for Community Development","","Non Profit Organization","prattcenter.net","NYC","1","11205","",""
"http://www.ehs.org/Services-Departments/Psychiatry/Community-Mental-Health-Center.aspx","St. John's Episcopal Hospital","","Health Care/Health System/Hospital","ehs.org","NYC","1","11691","",""
"http://www.uft.org/our-rights/environmental-health","United Federation of Teachers","","Non Profit Organization","uft.org","NYC","1","10004","",""
"https://www.epa.gov/newsreleases/epa-honors-new-york-environmental-champions-0","Environmental Protection Agency","","Government Agency","epa.gov","NYC (Primary) and Out of State (Secondary)","1","10007","Yes",""
"https://www.osha.gov/","Occupational Safety and Health Administration","","Government Agency","osha.gov","NYC (Primary) and Out of State (Secondary)","1","20460","",""
"http://www.peaceislands.org/pii_new-york/","Peace Islands Institute","","Non Profit Organization","peaceislands.org","NYC (Primary) and Out of State (Secondary)","1","07604","",""
"http://www.princetonreview.com/schools/1023903/college/manhattan-college","Princeton Review","","Business","princetonreview.com","NYC (Primary) and Out of State (Secondary)","3","NA","",""
"http://www.varsitytutors.com/statistics-tutors-brooklyn-ny","Varsity Tutors","","Business","varsitytutors.com","NYC (Primary) and Out of State (Secondary)","3","NA","",""
"http://www.360training.com/environmental-health-safety","360training.com","","Business","360training.com","Out of State","3","NA","",""
"http://needpaper.academia.edu/Departments/Institute_for_the_study_of_Conflict_Transformation_and_social_justice","Academia.edu","","Blog/Database/Directory/Information/Listings","academia.edu","Out of State","3","NA","",""
"http://www.akilahinstitute.org/","Akilah Institute for Women","","Academic Institution","akilahinstitute.org","Out of State","2","Outside of US","",""
"http://cebp.aacrjournals.org/content/early/2016/01/20/1055-9965.EPI-15-1201.full","American Association for Cancer Research","","Non Profit Organization","aacrjournals.org","Out of State","2","19106","Yes",""
"http://www.aaohn.org/index.php/about-us/aaohn-vision-and-mission/aaohn-fact-sheet.html","American Association of Occupational Health Nurses","","Non Profit Organization","aaohn.org","Out of State","2","60611","Yes",""
"http://apps.americanbar.org/legalservices/paralegals/directory/ny.html","American Bar Association","","Non Profit Organization","americanbar.org","Out of State","2","60654","Yes",""
"https://www.acoem.org/NewYorkOEMA.aspx","American College of Occupational and Environmental Medicine","","Non Profit Organization","acoem.org","Out of State","2","60007","",""
"http://www.acslaw.org/careers/social-justice-institute-fellowship-in-government-misconductracial-justice","American Constitution Society for Law and Policy","","Non Profit Organization","acslaw.org","Out of State","2","20005","Yes",""
"http://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2009.178335","American Public Health Association","","Non Profit Organization","aphapublications.org","Out of State","2","20001","Yes",""
"http://www.asanet.org/footnotes/marchapril13/stats_0313.html","American Sociological Association","","Non Profit Organization","asanet.org","Out of State","2","20005","",""
"http://www.amstat.org/","American Statistical Association","","Non Profit Organization","amstat.org","Out of State","2","22314","",""
"http://www.americantowns.com/ny/statenisland/organizations","American Towns Media","","Business","americantowns.com","Out of State","3","NA","",""
"http://www.americares.org/who-we-are/newsroom/press/2012/new-york-city-health-clinics-receive-500k-sandy-victims.html?referrer=https://www.google.com/","Americares","","Non Profit Organization","americares.org","Out of State","2","06906","",""
"http://amma.org/groups/north-america/staten-island-ny","Amma","","Other","amma.org","Out of State","2","94583","",""
"http://www.artforchange.org/","Artforchange","","Non Profit Organization","artforchange.org","Out of State","2","Outside of US","",""
"http://aoec.org/ohip/","Asociación de Enfermería Oftalmológica Canaria","","Non Profit Organization","aeoc.org","Out of State","2","Outside of US","",""
"http://www.ajicjournal.org/article/S0196-6553(15)00878-0/abstract","Association for Professionals in Infection Control and Epidemiology","","Non Profit Organization","ajicjournal.org","Out of State","2","10032","",""
"http://www.aashe.org/membership/member-directory","Association for the Advancement of Sustainability in Higher Education","","Non Profit Organization","aashe.org","Out of State","2","19103","",""
"https://www.aamc.org/services/ghlo/institutions/","Association of American Medical Colleges","","Non Profit Organization","aamc.org","Out of State","2","20001","Yes",""
"http://www.aoec.org/content/directory_NY.htm","Association of Occupational and Environmental Clinics","","Non Profit Organization","aoec.org","Out of State","2","20005","",""
"http://www.beyond.com/job/p-environmental-health-safety-manager-l-ny-jobs.html","Beyond","","Job Site/Recruiter","beyond.com","Out of State","3","NA","",""
"https://bmcpublichealth.biomedcentral.com/about/editorial-board","BioMed Central","","Journal","biomedcentral.com","Out of State","2","Outside of US","Yes",""
"http://www.bu.edu/sph/about/departments/biostatistics/summer-institute-for-training-in-biostatistics/","Boston University","","Academic Institution","bu.edu","Out of State","2","02215","",""
"http://breakthroughcommunities.info/organizations/org_west_harlem.htm","Breakthrough Communities","","Non Profit Organization","breakthroughcommunities.info","Out of State","2","94618 ","",""
"http://www.thebridginggroup.com/clients.html","Bridging Group","","Business","thebridginggroup.com","Out of State","2","94611","",""
"https://www.brown.edu/academics/public-health/research/international-health/","Brown University","","Academic Institution","brown.edu","Out of State","2","02912","",""
"http://www.sci.csueastbay.edu/~mwatnik/statlist/","Cal State East Bay","","Academic Institution","csueastbay.edu","Out of State","2","94542","",""
"http://www.fcass-cfhi.ca/sf-docs/default-source/newsevents/queens-monieson-conf-brochure.pdf?sfvrsn=2","Canadian Foundation for Healthcare Improvement","","Non Profit Organization","fcass-cfhi.ca","Out of State","2","Outside of US","",""
"http://canyonranchinstitute.org/activities-a-news/awards/prevention-pioneer-award","Canyon Ranch Institute","","Non Profit Organization","canyonranchinstitute.org","Out of State","2","85750","Yes",""
"http://fieldguide.capitalinstitute.org/bcdi.html","Capital Institute","","Non Profit Organization","capitalinstitute.org","Out of State","2","06830","",""
"https://www.ciclt.net/sn/clt/gsba/poc_detail.aspx?P_ID=&ClientCode=gsba&LegComID=23134","Capitol Impact","","Business","ciclt.net","Out of State","2","30328","",""
"https://www.cappex.com/colleges/CUNY-Bronx-Community-College?addPlusButton=true","Cappex","","Blog/Database/Directory/Information/Listings","cappex.com","Out of State","3","NA","",""
"http://www.careerbuilder.com/jobs/wayne,nj/keyword/occupational-health-nurse","CareerBuilder","","Job Site/Recruiter","careerbuilder.com","Out of State","3","NA","",""
"http://www.stat.cmu.edu/careers","Carnegie Mellon University","","Academic Institution","cmu.edu","Out of State","2","15213","",""
"https://www.lgbtcenters.org/Centers/New-York/1524/LGBTQ-Community-Services-Center-of-The-Bronx-Inc.aspx","Centerlink the Community of LGBT Centers","","Non Profit Organization","lgbtcenters.org","Out of State","1","33307","",""
"https://www.changemakers.com/mvoc/entries/new-entry-106","Changemakers","","Non Profit Organization","changemakers.com","Out of State","2","22209","",""
"http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4040#.Vt45MpwrLIU","Charity Navigator","","Blog/Database/Directory/Information/Listings","charitynavigator.org","Out of State","2","07452","Yes",""
"http://www.charlotteobserver.com/living/religion/article42157140.html","Charlotte Observer","","Media/News","charlotteobserver.com","Out of State","3","NA","",""
"https://www.cchf.org/directories/clinic-directory/beacon-christian-community-health-center-staten-island-ny/","Christian Community Health Fellowship","","Non Profit Organization","cchf.org","Out of State","3","NA","",""
"http://www.christianvolunteering.org/org/global-health-corps.jsp#fq=content_type:opportunity&fq=org_nid:189649","ChristianVolunteering.org","","Blog/Database/Directory/Information/Listings","christianvolunteering.org","Out of State","3","NA","",""
"https://www.citgo.com/SocialResponsibility/Education/Bronx.jsp","CITGO","","Business","citgo.com","Out of State","2","77210","Yes",""
"http://mideast.citysmart.info/popular/NY/Bronx/Non--governmental-organization-(ngo)","CitySmart.info","","Blog/Database/Directory/Information/Listings","citysmart.info","Out of State","3","NA","",""
"http://www.climatecrisiscoalition.org/links_non_gov.html","Climate Crisis Coalition","","Non Profit Organization","climatecrisiscoalition.org","Out of State","2","01238","",""
"http://www.cdfi.org/wp-content/uploads/2015/02/New-York1.pdf","Coalition of Community Development Financial Institutions","","Non Profit Organization","cdfi.org","Out of State","2","20005","",""
"http://www.nuclearactive.org/docs/RTKStudies.pdf","Concerned Citizens for Nuclear Safety","","Non Profit Organization","nuclearactive.org","Out of State","2","87594","",""
"https://ash.confex.com/ash/2014/webprogram/Paper75361.html","Conference Exchange","American Society of Hematology","Non Profit Organization","confex.com","Out of State","2","20036","",""
"http://www.cthealthpolicy.org/","Connecticut Health Policy Project","","Non Profit Organization","cthealthpolicy.org","Out of State","2","06518","",""
"http://www.cugh.org/member-institutions/long-island-university-brooklyn","Consortium for Universities for Global Health","","Non Profit Organization","cugh.org","Out of State","2","20036","",""
"http://ceph.org/accredited/","Council on Education for Public Health","","Non Profit Organization","ceph.org","Out of State","2","20910","",""
"http://www.countyhealthrankings.org/sites/default/files/state/downloads/CHR2014_NY_v2.pdf","County Health Rankings & Roadmaps","","Blog/Database/Directory/Information/Listings","countyhealthrankings.org","Out of State","2","53726","",""
"https://www.devex.com/news/largest-global-development-employers-in-new-york-city-a-primer-75934","Devex","","Blog/Database/Directory/Information/Listings","devex.com","Out of State","2","20036","",""
"http://www.dghonline.org/content/dgh-board-directors","Doctors for Global Health","","Non Profit Organization","dghonline.org","Out of State","2","30031","",""
